age 	speakerID 	sex 	sentenceID 	stdevM              	varcoM              	rPVIm               	nPVIm               	stdevP              	varcoP              	rPVIp               	nPVIp
y   	       12 	m   	       030 	 5.954696343099091  	 9.145232103089441  	 7.543856731110341  	11.320408513892364  	 5.837900481323996  	 7.906847350265575  	 4.365815987171101  	 5.927740929883587
y   	       12 	m   	       031 	 5.062477890691106  	 7.433806988591168  	 3.9754756576537704 	 6.024359225596267  	 3.84901744761817   	 5.230741429990784  	 2.7750314770500526 	 3.808118925292665
y   	       12 	m   	       037 	 4.846114774961785  	 7.123457139137827  	 4.953846362501449  	 7.544065073685882  	 3.8402243374660276 	 4.979612304921266  	 4.366950563768502  	 5.615489776937298
y   	       12 	m   	       040 	 4.881396274203209  	 7.253912624128015  	 3.8540910848553227 	 5.758389727867793  	 4.664776325740139  	 6.164057562398341  	 4.668867117357716  	 6.193280237567848
y   	       12 	m   	       043 	 4.689666542382512  	 6.734333098925265  	 4.8918436023495415 	 7.161420368116414  	 3.2843680041519936 	 4.317360716777801  	 3.1066040459768973 	 4.052463113186512
y   	       12 	m   	       044 	 3.0288737402258676 	 4.424445170793099  	 4.767858229916148  	 6.959763905383885  	 3.1920662683683587 	 4.33818568240319   	 1.8441507850676615 	 2.5149303434938677
y   	       12 	m   	       045 	 6.1730448953987365 	 9.26692052213304   	 8.453301879870066  	12.657054291601213  	 3.9320988396111076 	 5.193326360627663  	 3.081423613652009  	 4.0451607308377655
y   	       12 	m   	       046 	 6.842380573642751  	 9.991160877816442  	 7.010068555644812  	10.56115348790255   	 4.194432857089577  	 5.511214862761169  	 2.1890181528200685 	 2.90013371475783
y   	       12 	m   	       051 	 6.641024738617417  	10.089060560055923  	 6.186347089257799  	 9.558095041560835  	 3.166251091102198  	 4.316030237202436  	 1.5347288174430531 	 2.1260365408194364
y   	       12 	m   	       052 	 5.861095009022064  	 8.476811272372958  	 5.545314218382384  	 8.320799670132757  	 3.5696346937519774 	 4.827614066493785  	 2.383883764629738  	 3.250063904670313
y   	       12 	m   	       053 	 6.566538782010899  	 9.644711859193768  	 6.415705238567731  	 9.757114848220866  	 3.5759316949480935 	 4.837289029887288  	 2.4278616918319256 	 3.2369263613995707
y   	       12 	m   	       058 	 5.90584302302282   	 8.925190142730106  	 5.409432002002014  	 8.176360255412952  	 3.1660827771873086 	 4.270671324770388  	 1.8899483332970102 	 2.5347258262177874
y   	       12 	m   	       070 	 3.4465259842081717 	 5.068364167267291  	 3.304255567561805  	 4.860876340356849  	 3.038609297477357  	 4.136596841524345  	 2.0712103517392766 	 2.800289136989954
y   	       12 	m   	       072 	 5.516441585088064  	 8.506550128989296  	 4.593311704422909  	 7.2529576143909775 	 3.8608909620401186 	 5.248664649309657  	 2.9480898634282973 	 4.038263996853346
y   	       12 	m   	       078 	 3.509698750693155  	 5.589345762482868  	 3.4132023710105153 	 5.4293617069728795 	 2.0644593578871238 	 2.969607925476386  	 1.9428735489253282 	 2.8025837911587894
y   	       12 	m   	       085 	 4.741790628869107  	 7.108138268811871  	 3.0756420822841113 	 4.729841717638556  	 3.1899334255005    	 4.4215217995585565 	 2.0295117164042957 	 2.819981060775995
y   	       12 	m   	       088 	 5.295147562289717  	 8.263451818383167  	 5.543650663952819  	 8.892305368912526  	 3.9335767882973984 	 5.466730056998846  	 4.616910774741944  	 6.442284181489559
y   	       12 	m   	       092 	 4.114632901268833  	 6.211410141654599  	 3.519355865034403  	 5.366121722983563  	 3.1046093148432767 	 4.3555404773309565 	 2.2440687000606667 	 3.1600281630588847
y   	       12 	m   	       095 	 6.8171167023908    	10.432800492493838  	 3.314832125791291  	 5.018997300667255  	 4.496688286883813  	 6.3373479052097705 	 3.8251310629403266 	 5.361135407470442
y   	       12 	m   	       098 	 4.167676158785317  	 6.364638863237784  	 5.80661865832364   	 8.838508927410276  	 4.318411022802435  	 5.983790402486821  	 5.43930459649269   	 7.514810884987633
